BSS_CS_TRN: UH_Thresh: 150.0, u_rad: 5.0, track_on: 100.0 min
Mode, Time, x1, y1, x2, y2, zs_surface, w500m, w1km, w3km, w5km,zvort_suf, zvort500m, zvort1km, zvort3km, zvort5km,UH_Max, UH_Area, UH_X, UH_Y, UHi, UHj,SX, SY, SXi, SYj, meanWnd, meanWnd_dir, rm, rm_dir, lm, lm_dir,shear1km, shear1km_dir, shear3km, shear3km_dir, shear6km, shear6km_dir,srh500m, srh1km, srh3km, sbcape, sbcin, mlcape, mlcin, mucape, mucin,3CAPE, LCL, LFC, LFC-LCL, EL,wA500m, wA1km, wA3km, wA5km, wA8km,zA500m, zA1km, zA3km, zA5km, zA8km,wzA500m, wzA1km, wzA3km, wzA5km, wzA8km, meso_depth, CP_Min, CP_area, dBZ_Area
bool, min, idx, idx, idx, idx, km,ms^-1, ms^-1, ms^-1, ms^-1,s^-1, s^-1, s^-1, s^-1, s^-1,m^2s^-2, m^2s^-2, km, km, idx, idx,km, km, idx, idx, ms^-1, deg, ms^-1, deg, ms^-1, deg,ms^-1, deg, ms^-1, deg, ms^-1, deg,m^2s^-2, m^2s^-2, m^2s^-2, Jkg^-1, Jkg^-1, Jkg^-1, Jkg^-1, Jkg^-1, Jkg^-1,Jkg^-1, hPa, hPa, hPa, hPa,km^2, km^2, km^2, km^2, km^2,km^2, km^2, km^2, km^2, km^2,km^2, km^2, km^2, km^2, km^2, km, K, km^2, km^2
0, 0.0, -90, -135, 270, 225, 0.015876375198364257,0.0, 0.0, 0.0, 0.0,1.1961872505850125e-07, 2.0934352384927023e-08, -4.6460969560513374e-08, -1.561431939300917e-08, -2.533297622370201e-09,0.0, 0.0, 0.125, 0.125, 0, 0,10.125000953674316, 370.1250305175781, 40, -120, 19.511714935302734, 230.4909260191793, 16.084044049490817, 252.19606471698526, 24.803581135019797, 216.61509082940725,11.880655271366471, 224.71676605712057, 18.4744361019696, 247.83681979383033, 24.50904255363434, 261.0359691195832,90.35771141305439, 155.65233380771804, 240.4107763875685, 1714.285939452173, -7.303522146244163, 1188.1600194116734, -27.416492972875407, 1714.285939452173, -7.303522146244163,65.0120868391385, 904.9203596140753, 871.0164273482799, 33.90393226579545, 191.6683444290529,0.0, 0.0, 0.0, 0.0, 0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 0.0, 0.0
0, 5.0, 167, 497, 527, 857, 0.023873775482177735,1.9163640521466732, 3.2868782350420953, 4.25382463440299, 2.531800163537264,-1.9287022350766847e-05, -0.0001478864927929636, -0.0001417090877325222, 7.797835571835776e-05, 5.077940068943576e-05,3.847432851791382, 1.8508830483838385, 64.375, 158.125, 257, 632,74.375, 128.125, 297, 512, 19.47231101989746, 230.47038081015592, 16.076188477349877, 252.25625146895027, 24.746676305050197, 216.51873213442343,12.539417767896154, 225.00282803993906, 33.749529173259006, 265.83622606826816, 38.17009678611689, 270.70284877739465,181.4081676723277, 301.1339157783543, 595.4367257290484, 1792.4426667380587, -6.0104381383519, 1275.3611713093705, -22.963658515865273, 1792.4426667380587, -6.0104381383519,91.38916466614918, 904.1569943493033, 879.812640161915, 24.344354187388262, 192.0402838559413,0.0, 0.0, 0.0, 0.0, 0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,-0.06257413327693939, 0.0, 0.0
0, 10.0, 190, 563, 550, 923, 0.024867372512817384,2.8302657002396883, 3.831281137439655, 6.408617087888999, 2.115044673839584,0.0008334080218781992, 0.0007048448441219079, 0.0005189685199047745, 4.9561341173784965e-05, 3.184967804145344e-05,12.629984855651855, 5.9735802431618215, 70.125, 174.62501525878906, 280, 698,80.125, 144.625, 320, 578, 19.730005264282227, 220.82361287172668, 13.83738440525649, 236.9657474832493, 26.44944280131224, 212.46022991965597,43.305681411988154, 269.4608845173889, 49.05266252619586, 272.5530104197677, 50.84805934817494, 275.61110467723586,358.5188463340136, 562.2444213844709, 669.6807116453795, 1.9559220664303922, -239.3668070481754, 132.44228062511436, -220.28533574537477, 188.6463847039416, -210.1000975140654,0, 755.9634423379631, 447.25151353249333, 308.71192880546977, 382.95982946658796,0.0, 0.0, 0.0, 2.3125, 12.9375,1.0, 7.8125, 16.25, 18.125, 13.4375,0.0, 0.0, 0.5, 2.75, 6.625, 0.0,-0.2323894500732422, 0.0, 0.0
0, 15.0, 251, 641, 611, 1001, 0.02781999969482422,-1.132300988896168, -1.3337489583319984, -0.14537623264361174, 2.612696997433086,-0.0006890013098950476, 0.00015901320095167647, 0.00012410828518483183, 0.00047293706212940377, 2.5990716903123712e-05,40.677547454833984, 7.572656149391552, 85.37500762939453, 194.12501525878906, 341, 776,95.37500762939453, 164.12501525878906, 381, 656, 21.17795753479004, 223.42322385096855, 14.931504172267237, 236.82880206320567, 28.045710854366327, 216.332965952267,12.345566227435324, 227.61406400114828, 22.14199844698622, 253.71298180095405, 26.054667428696888, 263.1754848959547,79.86135043849507, 129.53927140428345, 207.82574975788407, 1629.9906437529614, -40.97208111817104, 1113.1704206302084, -96.64473359985064, 1629.9906437529614, -40.97208111817104,7.753226972380517, 903.7057234641829, 744.1604597249212, 159.5452637392617, 194.991512180729,0.0, 0.0, 0.625, 5.25, 21.4375,14.0625, 29.125, 46.9375, 53.75, 48.4375,0.8125, 4.3125, 8.875, 13.5, 13.8125, 0.0,-0.022837169468402863, 0.0, 0.0
0, 20.0, 182, 605, 542, 965, 0.024514930725097656,2.5884636765893085, 3.9072792143165143, 4.622499683125643, 0.7233027135767043,0.0005369912564508184, -0.0012256120471010946, -0.000994067978858766, -0.000363447125272387, -1.9544077380544424e-05,51.193965911865234, 4.336673039474118, 68.125, 185.12501525878906, 272, 740,78.125, 155.125, 312, 620, 19.866127014160156, 233.75799674449317, 16.38640537593572, 254.97736945642487, 25.165684265295624, 220.12663789136357,35.36351634828868, 263.1998140297783, 63.281909460676, 275.257574085796, 58.087913603406705, 285.99811485753276,464.1912489677907, 857.879032875309, 1390.6518171472796, 786.1708765995386, -24.093366853587046, 445.1765177361149, -62.93927307032922, 1071.6150614261371, -1.1041413043752744,3.184022666305711, 845.2972734807882, 672.17828036377, 173.11899311701825, 227.8716188156038,0.0, 0.1875, 3.0625, 6.8125, 11.1875,20.75, 33.625, 48.375, 60.75, 68.3125,1.625, 6.75, 13.75, 21.25, 27.8125, 1.8105266094207764,-0.1504555195569992, 0.0, 9.5625
0, 25.0, 190, 616, 550, 976, 0.024867372512817384,0.681933487499482, 1.0717988510499707, 0.11081263058382318, -1.510182499634102,-1.3411067590709536e-05, 0.0007120388126440957, 0.00020231900783073797, 9.62546976467138e-05, -7.184566736775367e-05,599.2263793945312, 13.621172725524218, 70.125, 187.87501525878906, 280, 751,80.125, 157.875, 320, 631, 25.516653060913086, 223.20706202411597, 18.29010746032108, 228.53123053380457, 32.86595599818272, 220.2470640814718,24.661491261227305, 256.41283263645505, 43.57837407316098, 275.3730725846609, 35.46820693504112, 289.03701628343316,343.3553338149952, 489.54687118274717, 728.2944969809815, 510.11087795183835, -68.57439967284718, 243.7514307532212, -88.44196327365442, 908.2674038957747, -0.3291767530747722,0.848416577208341, 892.911302078131, 715.4047212428463, 177.5065808352847, 227.32353575356314,0.0, 0.125, 1.3125, 21.75, 44.0625,38.75, 60.3125, 81.5625, 98.875, 110.625,1.625, 9.0, 17.25, 24.0625, 32.5, 3.068420886993408,-0.44501328468322754, 0.0, 10.375
0, 30.0, 217, 572, 577, 932, 0.026114002227783203,-0.03929929776117205, -0.44615775905083865, -1.880276160140056, -3.8628615478053687,-0.00010179179182841836, -0.0014255999640226946, -0.0018113054807417938, 0.0004565556854231545, -0.00010383222148135473,1230.1292724609375, 17.156449191097067, 76.875, 176.87501525878906, 307, 707,86.87500762939453, 146.875, 347, 587, 26.03546714782715, 228.01862976606648, 18.768532014110203, 232.82851840116, 33.40558927385228, 225.3184230546675,19.182346459193393, 224.5909129914739, 31.081122099504928, 271.1133431465124, 26.986750388128637, 265.2910950102311,91.17840437935628, 276.74874390501293, 588.3631024824198, 2143.794019958127, -21.127304064307314, 1868.7638855884168, -47.87314273836214, 2143.794019958127, -21.127304064307314,49.90396601655068, 903.2980578496226, 784.0099089616717, 119.28814888795091, 178.11093874307608,0.0, 0.0625, 2.25, 6.4375, 20.4375,44.25, 73.1875, 103.625, 114.5, 122.9375,2.3125, 12.375, 22.875, 29.3125, 35.4375, 2.6894733905792236,-1.062042236328125, 7.0625, 81.125
0, 35.0, 200, 636, 560, 996, 0.025318592071533204,0.3498927080695285, 0.2109775904729031, -0.9113410303415731, -2.800700042522512,-0.0005610264740721504, 0.00010617830938826956, 0.00019280627857369835, -0.0005864212769893129, -0.0003962567739762335,1371.63525390625, 43.45786950091803, 72.625, 192.87501525878906, 290, 771,82.62500762939453, 162.87501525878906, 330, 651, 20.94784164428711, 221.68509097136203, 15.39723748369478, 237.82996600794345, 27.44174082455302, 212.70911980254226,19.60804977845698, 280.78968580404785, 23.254552663821457, 299.5138844324507, 33.3419940858124, 295.9673770078133,231.570213559873, 371.6556991889193, 519.0844320072117, 639.2097061846406, -46.24187477160857, 596.73413671283, -54.89521084803077, 694.5368061457135, -24.726109959262626,32.482700117531245, 894.8787704641409, 778.878455118516, 116.00031534562493, 221.66347984423484,0.0, 0.0, 0.0, 0.6875, 4.375,69.4375, 93.0, 128.5625, 140.0625, 151.375,0.125, 4.25, 8.9375, 15.0625, 18.8125, 5.700000286102295,-1.595458984375, 22.0625, 0.0
0, 40.0, 219, 589, 579, 949, 0.026210004806518555,0.4999588817619951, 0.5491181247797795, -0.4070477202674374, -1.8773496377211993,0.00025154774967973026, 0.00025122816743532894, 0.00037601436296426984, -0.0004177904361677065, 4.9818980052123186e-05,1220.7760009765625, 28.713186355215274, 77.375, 181.12501525878906, 309, 724,87.37500762939453, 151.125, 349, 604, 23.300769805908203, 225.00915279511048, 16.25520129869377, 232.5837029578095, 30.56338026041634, 220.98903378057193,9.13694567313743, 209.70418784635098, 15.37149870335332, 264.25031078450456, 24.50061537358571, 271.0596168785011,63.58638062393127, 104.7213043481307, 333.93793962105696, 1683.9267067655642, -30.920262137338135, 1214.2228166066302, -12.001885053132535, 1683.9267067655642, -30.920262137338135,92.62722576671547, 902.7085673876924, 866.9902984752847, 35.718268912407666, 185.80860081248827,0.0, 0.0, 0.0, 0.0, 0.125,49.3125, 62.625, 81.0625, 93.625, 103.0625,0.0, 1.3125, 3.4375, 6.4375, 6.75, 2.3684210777282715,-2.1162109375, 67.5625, 36.6875
